date,category,grade,send,attempts,name
2019-08-06,bouldering,V1,on-site,1,warmup v1 8-6
2019-08-06,bouldering,V0,on-site,1,warmup v0 8-6
2019-08-06,bouldering,V1,on-site,1,warmup v1 2 8-6
2019-08-06,bouldering,V2,on-site,1,warmup v2 8-6
2019-08-06,bouldering,V3,on-site,1,warmup v3 8-6
2019-08-06,bouldering,V3,no,2,Black Reacher
2019-08-06,bouldering,V2,yes,2,White Flag
2019-08-06,bouldering,V2,yes,1,white flag repeat 8-6
2019-08-06,bouldering,V3,no,7,Black Reacher
2019-08-08,bouldering,V1,on-site,1,warmup v1 8-8
2019-08-08,bouldering,V1,on-site,1,warmup v1 2 8-8
2019-08-08,bouldering,V2,on-site,1,warmup v2 8-8
2019-08-08,bouldering,V2,on-site,1,warmup v2 8-8
2019-08-08,bouldering,V2,on-site,1,warmup v2 8-8
2019-08-08,bouldering,V3,on-site,1,warmup v3 8-8
2019-08-08,bouldering,V4,no,11,Green cave traverse
2019-08-11,bouldering,V0,on-site,1,warmup v0 8-11
2019-08-11,bouldering,VB,on-site,1,warmup vb 8-11
2019-08-11,bouldering,V1,on-site,1,warmup v1 8-11
2019-08-11,bouldering,V2,on-site,1,warmup v2 8-11
2019-08-11,bouldering,V2,on-site,1,warmup v2 8-11
2019-08-11,bouldering,V4,yes,2,Green cave traverse
2019-08-11,bouldering,V3,no,8,White cave jug haul
2019-08-14,bouldering,V3,yes,4,Green crimpy V3
2019-08-14,bouldering,V4,no,2,Orange blocky V4
2019-08-18,bouldering,VB,on-site,1,warmup vb 8-18
2019-08-18,bouldering,V1,on-site,1,warmup v1 8-18
2019-08-18,bouldering,V1,on-site,1,warmup v1 8-18
2019-08-18,bouldering,V1,repeat,1,warmup v1 8-18
2019-08-18,bouldering,V2,on-site,1,warmup v2 8-18
2019-08-18,bouldering,V2,on-site,1,warmup slopey orange v2 8-18
2019-08-18,bouldering,V2,repeat,1,slopey orange v2 repeat 8-18
2019-08-18,bouldering,V3,yes,3,crimpy v3 8-18
2019-08-18,bouldering,V5,yes,3,super soft pink slab v5 8-18
2019-08-18,bouldering,V3,yes,3,Purple back-step v3 8-18
2019-08-18,bouldering,V3,yes,1,purble back-step v3 repeat 1 8-18
2019-08-18,bouldering,V3,yes,1,purble back-step v3 repeat 2 8-18
2019-08-18,bouldering,V3,yes,10,Black Reacher
2019-08-20,bouldering,V3,yes,5,White V3 pull-on start
2019-08-22,bouldering,V3,yes,4,Orange V3 blocky arete
2019-08-27,bouldering,V2,on-site,1,warmup v2 8-27
2019-08-27,bouldering,V4,no,4,Black V4 overhanging to pocket transition
2019-08-29,top rope,5.9,on-site,1,warmup 5.9 8-29
2019-08-29,top rope,5.10a,on-site,1,warmup 5.10 8-29
2019-08-29,top rope,5.10b,on-site,1,5.10b 8-29
2019-08-29,top rope,5.10c,no,4,Black 5.10c with lots of alternating side pulls
2019-08-29,bouldering,V3,no,4,"Black, pinchy, ""1"" volume V3"
2019-09-02,bouldering,V3,yes,3,"Black, pinchy, ""1"" volume V3"
2019-09-02,bouldering,V4,no,6,White V4 crimpy wave arete
2019-09-02,bouldering,V4,no,4,Green V4 vertical sloper
2019-09-02,bouldering,V4,no,5,V4 green dan 8/13
2019-09-02,bouldering,V3,no,4,V3 white Karl 8/27
2019-09-05,bouldering,V0,on-site,1,warmup v0 9-5
2019-09-05,bouldering,V0,on-site,1,warmup v0 2 9-5
2019-09-05,bouldering,V2,on-site,1,warmup v2 9-5
2019-09-05,bouldering,V3,on-site,1,Green V3 bulge with slopers
2019-09-05,bouldering,V3,yes,2,Green V3 roof transition with big step-up to square position
2019-09-05,bouldering,V4,no,4,Black V4 overhanging to pocket transition
2019-09-07,top rope,5.9,on-site,1,Orange 5.9 warm-up near crack
2019-09-07,top rope,5.10c,yes,1,Black 5.10c with lots of alternating side pulls
2019-09-07,top rope,5.10c,on-site,1,Purple 5.10c autobelay with cross through & undercling to crimp at the top
2019-09-10,bouldering,V0,repeat,1,v0 warmup 9/10
2019-09-10,bouldering,V1,repeat,1,v1 warmup 9/10
2019-09-10,bouldering,V2,on-site,1,v2 warmup 9/10
2019-09-10,bouldering,V4,no,4,Black V4 overhanging to pocket transition
2019-09-10,bouldering,V2,repeat,1,white easy v2 on bean 9-10
2019-09-10,bouldering,V2,repeat,1,green medium v2 9/10
2019-09-10,bouldering,V3,on-site,1,Pink v3 lots of underclings
2019-09-10,bouldering,V2,repeat,1,low start pinch v2
2019-09-10,bouldering,V2,repeat,1,white easy v2 on bean 9-10
2019-09-10,bouldering,V2,repeat,1,Green V3 bulge with slopers
2019-09-10,bouldering,V2,repeat,1,green medium v2 9/10
2019-09-10,bouldering,V0,repeat,1,white easy v2 on bean
2019-09-10,bouldering,V2,repeat,1,white easy v2 on bean 9-10
2019-09-10,bouldering,V2,repeat,1,green medium v2 9/10
2019-09-10,bouldering,V2,repeat,1,white easy v2 w/ juggy slopers
2019-09-10,bouldering,V0,repeat,1,steep V0 crimpy holds 9-10
2019-09-10,bouldering,V2,repeat,1,white easy v2 on bean 9-10
2019-09-10,bouldering,V2,repeat,1,green medium v2 9/10
2019-09-10,bouldering,V1,repeat,1,yellow v0 andrew 8/2
2019-09-10,bouldering,V0,repeat,1,yellow easy v0 9-10
2019-09-12,bouldering,V0,repeat,1,yellow v0 andrew 8/2
2019-09-12,bouldering,V0,repeat,1,yellow v0 doug 8/9
2019-09-12,bouldering,V0,repeat,1,yellow v0 guest 8/26
2019-09-12,bouldering,V1,on-site,1,yellow v1 rachel 8/22
2019-09-12,bouldering,V2,on-site,1,green v2 doug 8/23
2019-09-12,bouldering,V2,on-site,1,purple v2 rachel 8/2
2019-09-12,bouldering,V4,no,6,Black V4 overhanging to pocket transition
2019-09-18,bouldering,V0,on-site,1,v0 karl 8/20
2019-09-18,bouldering,V0,repeat,1,v0 karl 8/20
2019-09-18,bouldering,V1,on-site,1,v1 jack 9/3
2019-09-18,bouldering,V1,repeat,1,v1 jack 9/3
2019-09-18,bouldering,VB,on-site,1,VB ricky 9/17
2019-09-18,bouldering,VB,repeat,1,VB ricky 9/17
2019-09-18,bouldering,V2,on-site,1,V2 darius 9/17
2019-09-18,bouldering,V2,on-site,1,V2 black brett 9/10
2019-09-18,bouldering,V3,on-site,1,V3 orange Karl 8/20
2019-09-18,bouldering,V3,redpoint,1,V3 White Karl 8/27
2019-09-18,bouldering,V2,on-site,1,V2 black jack 9/3
2019-09-18,bouldering,V4,redpoint,6,V4 orange austin 8/20
2019-09-18,bouldering,V4,no,4,V4 green dan 8/13
2019-09-23,bouldering,VB,on-site,1,VB austin 8/27
2019-09-23,bouldering,VB,repeat,1,VB Karl 8/20
2019-09-23,bouldering,V0,on-site,1,V0 Dan 8/20
2019-09-23,bouldering,V1,repeat,1,V1 Jack 9/13
2019-09-23,bouldering,V2,repeat,1,V2 black brett 8/10
2019-09-23,bouldering,V2,on-site,1,V2 jack 9/10
2019-09-23,bouldering,V4,redpoint,4,V4 green dan 8/13
2019-09-23,bouldering,V2,on-site,1,V2 ricky 9/17
2019-09-23,bouldering,V3,redpoint,2,V3 ricky 9/15
2019-09-23,bouldering,V3,on-site,1,V3 darius 9/10
2019-09-23,bouldering,V4,no,4,V4 green crimp/pinchfest
2019-09-23,bouldering,V3,redpoint,10,V3 white jack 9/10
2019-09-30,bouldering,VB,on-site,1,VB karl 9/3
2019-09-30,bouldering,VB,repeat,1,VB karl 9/3
2019-09-30,bouldering,V0,on-site,1,V0 Dan 8/11
2019-09-30,bouldering,V0,repeat,1,V0 Dan 8/11
2019-09-30,bouldering,V0,on-site,1,V0 austin 9/17
2019-09-30,bouldering,V0,repeat,1,V0 austin 9/17
2019-09-30,bouldering,V1,on-site,1,V1 dan 8/27
2019-09-30,bouldering,V1,repeat,1,V1 dan 8/27
2019-09-30,bouldering,V1,repeat,1,V1 jack 9/3
2019-09-30,bouldering,V1,repeat,1,V1 jack 9/3
2019-09-30,bouldering,V3,redpoint,2,V3 jack 9/17
2019-09-30,bouldering,V3,no,4,V3 jack 9/10
2019-09-30,bouldering,V3,no,12,V3 austin 9/17
2019-09-30,bouldering,V3,redpoint,3,V3 purple karl 9/3
2019-09-30,bouldering,V4,repeat,1,V4 orange austin 8/20
2019-10-03,bouldering,VB,on-site,1,VB guest 9/19
2019-10-03,bouldering,V0,on-site,1,V0 guest 9/13
2019-10-03,bouldering,V1,on-site,1,V1 brett 9/13
2019-10-03,bouldering,V1,on-site,1,V1 brett 9/20
2019-10-03,bouldering,V2,on-site,1,V2 guest 9/20
2019-10-03,bouldering,V1,on-site,1,V1 jack 9/16
2019-10-03,bouldering,V4,on-site,1,V4 orange rachel 9/16
2019-10-03,bouldering,V4,repeat,3,V4 orange rachel 9/16
2019-10-03,bouldering,V4,repeat,1,V4 orange rachel 9/16
2019-10-03,bouldering,V4,no,5,V4 whtie arielle 9/20
2019-10-05,bouldering,V1,repeat,1,V1 jack 9/3
2019-10-05,bouldering,V1,repeat,1,V1 jack 9/3
2019-10-05,bouldering,V2,on-site,1,V2 orange jack 9/10
2019-10-05,bouldering,V3,redpoint,8,V3 austin 9/17
2019-10-05,bouldering,V3,repeat,1,V3 austin 9/17
2019-10-05,bouldering,V4,no,4,V4 purple austin 9/17
2019-10-05,bouldering,V4,no,5,V4 white karl 9/4
2019-10-05,bouldering,V4,on-site,1,V4 purple jack 10/1
2019-10-05,bouldering,V4,no,5,V4 orange dicky 10/1
2019-10-09,bouldering,V0,on-site,1,V0 dan 10/3
2019-10-09,bouldering,VB,on-site,1,VB ricky 10/3
2019-10-09,bouldering,V0,on-site,1,V0 austin 9/26
2019-10-09,bouldering,V1,on-site,1,V1 dan/austin 8/29
2019-10-09,bouldering,V3,redpoint,10,V3 cheech 9/17
2019-10-09,bouldering,V2,redpoint,3,V2 arielle 9/17
2019-10-09,bouldering,V2,redpoint,2,V2 arash 9/26
2019-10-09,bouldering,V3,no,4,V3 red ricky 9/26
2019-10-09,bouldering,V3,no,3,V3 black arielle 9/17
2019-10-09,bouldering,V3,no,4,V3 blue dan
2019-10-10,bouldering,V1,on-site,1,V1 brett 9/13
2019-10-10,bouldering,V1,on-site,1,V1 brett 9/13
2019-10-10,bouldering,V0,on-site,1,V0 yellow guest
2019-10-10,bouldering,V2,on-site,1,V2 black arielle
2019-10-10,bouldering,V2,repeat,1,V2 black arielle
2019-10-10,bouldering,V2,repeat,1,V2 black arielle
2019-10-10,bouldering,V2,repeat,1,V2 black arielle
2019-10-10,bouldering,V2,on-site,1,V2 james 10/7
2019-10-10,bouldering,V4,no,4,V4 whtie arielle 9/20
2019-10-10,bouldering,V3,on-site,1,V3 white rachel 9/20
2019-10-10,bouldering,V3,redpoint,3,V3 red guest 9/20
2019-10-12,bouldering,V0,on-site,1,V0 brett 10/1
2019-10-12,bouldering,V1,on-site,1,V1 darius 9/1
2019-10-12,bouldering,V1,repeat,1,V1 darius 9/1
2019-10-12,bouldering,V3,on-site,1,V3 blue karl 9/24
2019-10-12,bouldering,V3,on-site,1,V3 white jack 9/17
2019-10-12,top rope,5.10b,on-site,1,5.10b red dan 10/10
2019-10-12,top rope,5.11a,no,2,5.11a yellow andrew 9/19
2019-10-15,bouldering,V0,on-site,1,V0 cheech 9/16
2019-10-15,bouldering,V0,on-site,1,V0 jack 9/30
2019-10-15,bouldering,V0,on-site,1,V0 dan 10/14
2019-10-15,bouldering,V0,on-site,1,V0 guest 9/13
2019-10-15,bouldering,V1,on-site,1,V1 jack 9/23
2019-10-15,bouldering,V1,on-site,1,V1 brett 10/4
2019-10-15,bouldering,V1,on-site,1,V1 brett 9/30
2019-10-15,bouldering,V2,redpoint,2,V2 dan 9/23
2019-10-15,bouldering,V2,on-site,1,V2 dan 9/30
2019-10-15,bouldering,V3,on-site,1,V3 jack 9/30
2019-10-15,bouldering,V2,repeat,1,V2 arielle 9/13
2019-10-15,bouldering,V1,repeat,1,V1 jack 9/23
2019-10-15,bouldering,V1,repeat,1,V1 brett 9/20
2019-10-15,bouldering,V1,repeat,1,V1 dan 10/7
2019-10-15,bouldering,V2,repeat,1,V2 arielle 9/13
2019-10-15,bouldering,V1,repeat,1,V1 jack 9/23
2019-10-15,bouldering,V1,repeat,1,V1 brett 9/20
2019-10-15,bouldering,V1,repeat,1,V1 dan 10/7
2019-10-15,bouldering,V2,repeat,1,V2 arielle 9/13
2019-10-15,bouldering,V1,repeat,1,V1 jack 9/23
2019-10-15,bouldering,V1,repeat,1,V1 brett 9/20
2019-10-15,bouldering,V1,repeat,1,V1 dan 10/7
2019-10-15,bouldering,V2,repeat,1,V2 arielle 9/13
2019-10-15,bouldering,V1,repeat,1,V1 jack 9/23
2019-10-15,bouldering,V1,repeat,1,V1 brett 9/20
2019-10-15,bouldering,V1,repeat,1,V1 dan 10/7
2019-10-18,bouldering,V0,repeat,1,V0 guest 9/13
2019-10-18,bouldering,V0,repeat,1,V0 dan 10/14
2019-10-18,bouldering,V2,repeat,1,V2 dan 9/30
2019-10-18,bouldering,V2,repeat,1,V2 dan 9/30
2019-10-18,bouldering,V2,repeat,1,V2 dan 9/30
2019-10-18,bouldering,V3,on-site,1,V3 orange jack 9/30
2019-10-18,bouldering,V4,redpoint,3,V4 white arielle 9/6
2019-10-18,bouldering,V4,no,1,V4 brett 9/6
2019-10-18,bouldering,V3,redpoint,6,V3 arielle 9/6
2019-10-18,bouldering,V2,repeat,1,V2 guest 9/9
2019-10-18,bouldering,V4,no,1,V4 pink rachel 9/9
2019-10-18,bouldering,V4,no,6,V4 white arielle 9/6
2019-10-20,bouldering,V0,on-site,1,V0 yellow ricky 9/24
2019-10-20,bouldering,V0,on-site,1,V0 yellow brett 10/1
2019-10-20,bouldering,V2,on-site,1,V2 black darius 10/1
2019-10-20,bouldering,V3,no,14,V3 orange brett 10/22
2019-10-20,bouldering,V3,on-site,1,v3 black karl 10/1
2019-10-26,bouldering,V0,redpoint,3,Wild Turkey
2019-10-26,bouldering,V0,no,4,Office Building
2019-10-26,bouldering,V0,on-site,1,Confidence Booster
2019-10-26,bouldering,V0,on-site,1,Eubanks Lady Bits
2019-10-26,bouldering,V1,on-site,1,"I Don't Know, B"
2019-10-26,bouldering,V2,no,2,Tullamore Dew Arete
2019-10-26,bouldering,V0,no,8,Special K
2019-10-30,bouldering,V0,on-site,1,V0 logan 10/25
2019-10-30,bouldering,V1,on-site,1,V1 brett 10/25
2019-10-30,bouldering,V2,on-site,1,V2 brett 10/25
2019-10-30,bouldering,V2,on-site,1,V2 cheech 10/14
2019-10-30,bouldering,V2,on-site,1,V2 brett 10/14
2019-10-30,bouldering,V3,redpoint,3,V3 white cheech 10/14
2019-10-30,bouldering,V3,repeat,1,V3 white cheech 10/14
2019-10-30,bouldering,V3,on-site,1,V3 dan pink 10/14
2019-10-30,bouldering,V4,redpoint,3,V4 black cheech 10/14
2019-10-30,bouldering,V4,redpoint,3,V4 white logan 10/25
2019-11-02,bouldering,V0,on-site,1,V0 jack 10/1
2019-11-02,bouldering,V0,repeat,1,V0 jack 10/1
2019-11-02,bouldering,V0,repeat,1,V0 jack 10/1
2019-11-02,bouldering,V0,no,1,V0 jack 10/1
2019-11-02,bouldering,V3,no,13,V3 purple rachel 10/15
2019-11-02,bouldering,V3,redpoint,7,V3 orange brett 10/22
2019-11-02,bouldering,V2,on-site,1,V2 black brett 10/15
2019-11-02,bouldering,V2,on-site,1,V2 green rachel 10/15
2019-11-02,bouldering,V2,on-site,1,V2 white karl 10/22
2019-11-02,bouldering,V2,on-site,1,V2 blue jack 10/22
2019-11-02,bouldering,V2,redpoint,2,V2 green rachel 10/30
2019-11-02,bouldering,V2,on-site,1,V2 white near 1
2019-11-05,bouldering,VB,on-site,1,VB Logan 10/15
2019-11-05,bouldering,V0,on-site,1,V0 Jeff 10/18
2019-11-05,bouldering,V0,on-site,1,V0 10/3
2019-11-05,bouldering,V0,on-site,1,V0 10/?
2019-11-05,bouldering,V0,on-site,1,V0 jeff 10/10
2019-11-05,bouldering,V1,on-site,1,V1 Doug 10/18
2019-11-05,bouldering,V1,on-site,1,V1 Darius 10/3
2019-11-05,bouldering,V1,on-site,1,V1 Arielle 10/1
2019-11-05,bouldering,V1,on-site,1,V1 Brett 10/10
2019-11-05,bouldering,V1,on-site,1,V1 Arielle 10/1 #2
2019-11-05,bouldering,V2,on-site,1,V2 Jeff 10/18
2019-11-05,bouldering,V2,on-site,1,V2 Daniel 10/3
2019-11-05,bouldering,V2,on-site,1,V2 Ricky 10/3
2019-11-05,bouldering,V3,redpoint,5,V3 Doug 10/18
2019-11-05,bouldering,V3,on-site,1,V3 Logan 10/18
2019-11-05,bouldering,V3,on-site,1,V3 Arielle 10/1
2019-11-05,bouldering,V3,redpoint,10,V3 black Darius 10/3
2019-11-05,bouldering,V3,repeat,1,V3 black Darius 10/3
2019-11-09,bouldering,V0,on-site,1,V0 yellow jack 10/1
2019-11-09,bouldering,V1,on-site,1,V1 yellow rachel 10/15
2019-11-09,bouldering,V1,on-site,11,V1 yellow brett 10/22
2019-11-09,bouldering,V3,on-site,2,V3 orange brett 10/22
2019-11-09,bouldering,V3,no,12,V3 purple rachel 10/15
2019-11-09,top rope,5.11a,no,1,5.11a orange andrew 11/6 SCE9
2019-11-09,top rope,5.10d,no,1,5.10d black jack 11/8 SCW8
2019-11-09,top rope,5.10d,no,1,5.10d yellow rachel 11/6 SCW9
2019-11-15,bouldering,V1,on-site,1,V1 yellow dan 10/28
2019-11-15,bouldering,V0,on-site,1,V0 yellow logan 10/25
2019-11-15,bouldering,V1,on-site,1,V1 yellow brett 10/25
2019-11-15,bouldering,V0,on-site,1,V0 yellow cheech 10/28
2019-11-15,bouldering,V2,on-site,1,V2 blue near slab
2019-11-15,bouldering,V2,on-site,1,V2 black rachel 10/7
2019-11-15,bouldering,V2,on-site,1,V2 white rachel 11/11
2019-11-15,bouldering,V2,on-site,1,V2 black jeff 10/21
2019-11-15,bouldering,V1,repeat,4,V1 yellow logan 11/8
2019-11-17,bouldering,V3,no,5,V3 purple rachel 10/15
2019-11-17,top rope,5.10b,on-site,1,5.10b darius green 10/18
2019-11-17,top rope,5.11a,no,1,5.11a white
2019-11-17,top rope,5.10d,no,1,5.10d black jack 11/8 SCW8
2019-11-17,top rope,5.10c,on-site,1,5.10c blue logan
2019-11-17,top rope,5.11a,no,1,5.11a yellow
2019-11-20,bouldering,VB,on-site,1,VB yellow jack 11/8
2019-11-20,bouldering,V0,on-site,1,V0 yellow cheech 11/18
2019-11-20,bouldering,V0,on-site,1,V0 yellow rachel 11/1
2019-11-20,bouldering,V0,on-site,1,V0 yellow jack 11/11
2019-11-20,bouldering,V1,on-site,1,V1 yellow jack 11/16
2019-11-20,bouldering,V1,on-site,1,V1 yellow logan 11/8
2019-11-20,bouldering,V2,on-site,1,V2 black cheech 11/8
2019-11-20,bouldering,V2,on-site,1,V2 white jeff 11/18
2019-11-20,bouldering,V2,on-site,1,V2 black rachel 10/7
2019-11-20,bouldering,V2,on-site,1,V2 white rachel 11/11
2019-11-20,bouldering,V3,redpoint,4,V3 purple rachel 11/18
2019-11-20,bouldering,V3,repeat,1,V3 purple rachel 11/18
2019-11-20,bouldering,V3,on-site,1,V3 white jack 11/18
2019-11-20,bouldering,V3,on-site,1,V3 red cheech 10/7
2019-11-20,bouldering,V3,repeat,1,V3 red cheech 10/7
2019-11-20,bouldering,V3,redpoint,3,V3 purple logan 11/1
2019-11-20,bouldering,V3,on-site,1,V3 blue jeff 11/18
2019-11-20,bouldering,V4,repeat,1,V4 pink cheech 11/11
2019-11-20,bouldering,V4,no,6,V4 green brett 11/8
2019-11-25,bouldering,V0,on-site,1,Uptown warmup 1half5 1
2019-11-25,bouldering,V0,on-site,1,Uptown warmup 1half5 2
2019-11-25,bouldering,V0,on-site,1,Uptown warmup 1half5 3
2019-11-25,bouldering,V0,on-site,1,Uptown warmup 1half5 4
2019-11-25,bouldering,V1,on-site,1,Uptown warmup 1half5 5
2019-11-25,bouldering,V1,on-site,1,Uptown warmup 1half5 6
2019-11-25,bouldering,V1,on-site,1,V1 yellow ricky 11/7
2019-11-25,bouldering,V1,on-site,1,V1 yellow darius 11/7
2019-11-25,bouldering,V2,on-site,1,V2 black jeff 11/7
2019-11-25,bouldering,V2,on-site,1,V2 white ricky 11/14
2019-11-25,bouldering,V3,on-site,1,V3 black ricky 11/14
2019-11-25,bouldering,V3,on-site,1,V3 black arash 11/7
2019-11-25,bouldering,V1,repeat,1,V1 yellow ricky 11/7
2019-11-25,bouldering,V1,repeat,1,V1 yelllow darius 11/7
2019-11-25,bouldering,V1,on-site,1,V1 hover 3s
2019-11-25,bouldering,V2,on-site,1,V2 blue darius 11/14
2019-11-25,bouldering,V3,on-site,1,V3 black darius 11/14
2019-11-25,bouldering,V3,repeat,1,V3 black darius 11/14
2019-11-25,bouldering,V3,redpoint,3,V3 orange jeff 11/7
2019-11-25,bouldering,V3,redpoint,2,V3 white jeff 11/7
2019-11-25,bouldering,V3,redpoint,2,V3 red ricky 11/7
2019-11-29,bouldering,V0,on-site,1,V0 yellow amelia 10/22
2019-11-29,bouldering,V0,on-site,1,V0 yellow arash 10/24
2019-11-29,bouldering,V1,on-site,1,V1 yellow jeff 10/24
