date,category,grade,send,attempts,name
2019-11-29,bouldering,V1,on-site,1,V1 yellow jeff 11/19
2019-11-29,bouldering,V1,on-site,1,V1 yellow brett 1half6
2019-11-29,bouldering,V2,on-site,1,V2 red ricky 10/24
2019-11-29,bouldering,V2,on-site,1,V2 black jeff 10/22
2019-11-29,bouldering,V2,on-site,1,V2 blue amelia 11/19
2019-11-29,bouldering,V2,repeat,,V2 blue amelia 11/19
2019-11-29,bouldering,V2,on-site,1,V2 black jeff 11/19
2019-11-29,bouldering,V2,no,10,V2 blue cave
2019-11-29,bouldering,V3,no,3,V3 arash blue pinch
2019-11-29,bouldering,V4,no,4,V4 blue rachel(?) crimpy balance project
2019-11-29,bouldering,V3,no,3,V3 orange low mantle project
2019-12-04,bouldering,V1,repeat,1,V1 yellow logan 11/8
2019-12-04,bouldering,V1,repeat,1,V1 yellow jack 9/16
2019-12-04,bouldering,V0,repeat,1,V0 yellow jack 11/11
2019-12-04,bouldering,V0,repeat,1,V0 yellow jack 11/11
2019-12-04,bouldering,V0,repeat,1,V0 yellow jack 11/11
2019-12-04,bouldering,V2,on-site,1,V2 black jeff 1half2
2019-12-04,bouldering,V4,redpoint,9,V4 green jeff 11/8
2019-12-04,bouldering,V2,redpoint,3,V2 purple jeff 11/18
2019-12-04,bouldering,V2,repeat,,V2 purple jeff 11/18
2019-12-04,bouldering,V2,repeat,1,V2 red rachel 11/1
2019-12-04,bouldering,V2,repeat,1,V2 red rachel 11/1
2019-12-04,bouldering,V2,repeat,1,V2 red rachel 11/1
2019-12-05,bouldering,V0,on-site,1,V0 yellow andrew 11/19
2019-12-05,bouldering,V1,on-site,1,V1 yellow arielle 11/19
2019-12-05,bouldering,V1,repeat,1,V1 yellow arielle 11/19
2019-12-05,bouldering,V2,redpoint,3,V2 purple dan 11/19
2019-12-05,bouldering,V2,repeat,1,V2 purple dan 11/19
2019-12-05,bouldering,V2,repeat,1,V2 purple dan 11/19
2019-12-05,bouldering,V2,repeat,1,V2 purple dan 11/19
2019-12-05,bouldering,V5,no,2,V5 black karl 11/19
2019-12-13,bouldering,VB,on-site,1,VB yellow karl 11/12
2019-12-13,bouldering,V2,on-site,1,V2 black ricky 11/12
2019-12-13,bouldering,V3,redpoint,3,V3 orange rachel 11/17
2019-12-13,bouldering,V3,no,3,V3 black brett 12/10
2019-12-13,bouldering,V3,no,4,V3 white arielle 12/10
2019-12-16,bouldering,VB,on-site,1,VB yellow ricky 11/12
2019-12-16,bouldering,V0,on-site,1,V0 yellow dan 12/10
2019-12-16,bouldering,V2,on-site,1,V2 white jack 12/3
2019-12-16,bouldering,V3,redpoint,1,V3 white arielle 12/10
2019-12-16,bouldering,V3,repeat,1,V3 white arielle 12/10
2019-12-16,bouldering,V3,redpoint,4,V3 black brett 12/10
2019-12-16,bouldering,V3,repeat,1,V3 black brett 12/10
2019-12-16,bouldering,V4,no,5,V4 green karl 1half6
2019-12-16,bouldering,V3,no,5,V3 orange karl 1half
2019-12-18,top rope,5.8,on-site,1,5.8 purple brett 1half1
2019-12-18,top rope,5.10b,on-site,1,5.10b red cheech 10/11
2019-12-18,top rope,5.11a,no,1,5.11a yellow andrew 9/19
2019-12-18,top rope,5.10d,no,1,5.10d red ricky 11/15
2019-12-28,bouldering,VB,on-site,1,VB yellow karl 11/12
2019-12-28,bouldering,V1,on-site,1,V1 yellow yack 12/3
2019-12-28,bouldering,V1,on-site,1,V1 yellow dan 1half6
2019-12-28,bouldering,V2,on-site,1,V2 blue brett 12/3
2019-12-28,bouldering,V2,on-site,1,V2 black arielle 1half6
2019-12-28,bouldering,V2,on-site,1,V2 green dan 12/10
2019-12-28,bouldering,V2,on-site,1,V2 black karl 12/24
2019-12-28,bouldering,V2,on-site,1,V2 green ricky 11/19
2019-12-28,bouldering,V2,on-site,1,V2 purple dan 11/19
2019-12-28,bouldering,V2,on-site,1,V2 black ricky 11/12
2019-12-28,bouldering,V2,repeat,4,V2 blue dan 11/12
2019-12-28,bouldering,V2,repeat,1,V2 white jack 12/3
2019-12-28,bouldering,V2,on-site,1,V2 blue karl 12/10
2019-12-28,bouldering,V2,repeat,1,V2 purple jack 12/3
2019-12-28,bouldering,V2,redpoint,3,V2 black karl 1half6
2019-12-28,bouldering,V4,no,10,V4 green karl 1half6
2019-12-30,bouldering,V0,repeat,1,V0 yellow dan 12/3
2019-12-30,bouldering,V1,repeat,1,V1 yellow jack 12/3
2019-12-30,bouldering,V2,repeat,1,V2 green dan 12/10
2019-12-30,bouldering,V2,repeat,1,V2 green ricky 11/19
2019-12-30,bouldering,V2,repeat,1,V2 green ricky 11/19
2019-12-30,bouldering,V4,redpoint,2,V4 green karl 1half6
2019-12-30,bouldering,V4,repeat,1,V4 green karl 1half6
2019-12-30,bouldering,V2,repeat,1,V2 black karl 1half6
2019-12-30,bouldering,V1,repeat,1,V1 yellow jack 12/3
2019-12-30,bouldering,V2,repeat,1,V2 blue brett 12/3
2019-12-30,bouldering,V1,repeat,1,V2 yellow dan 1half6
2019-12-30,bouldering,V2,repeat,1,V2 black karl 1half6
2019-12-30,bouldering,V1,repeat,1,V1 yellow jack 12/3
2019-12-30,bouldering,V2,repeat,1,V2 blue brett 12/3
2019-12-30,bouldering,V1,repeat,1,V2 yellow dan 1half6
2019-12-30,bouldering,V2,repeat,1,V2 black karl 1half6
2019-12-30,bouldering,V1,repeat,1,V1 yellow jack 12/3
2019-12-30,bouldering,V2,repeat,1,V2 blue brett 12/3
2019-12-30,bouldering,V1,repeat,1,V2 yellow dan 1half6
2019-12-30,bouldering,V2,repeat,1,V2 black karl 1half6
2019-12-30,bouldering,V1,repeat,1,V1 yellow jack 12/3
2019-12-30,bouldering,V2,repeat,1,V2 blue brett 12/3
2019-12-30,bouldering,V1,repeat,1,V2 yellow dan 1half6
2020-01-05,top rope,5.8,on-site,1,5.8 red ricky 10/18
2020-01-05,top rope,5.10a,on-site,1,5.10a purple andrew 10/17
2020-01-05,top rope,5.10b,on-site,1,5.10b blue logan 11/7
2020-01-05,top rope,5.10d,redpoint,1,5.10d red ricky 11/15
2020-01-05,top rope,5.11a,no,1,5.11a green rachel 11/13
2020-01-05,top rope,5.10d,no,1,5.10d green rachel 12/12
2020-01-05,top rope,5.10c,no,1,5.10c black darius 1/3
2020-01-06,top rope,5.9,on-site,1,5.9 red jack 12/13
2020-01-06,top rope,5.10b,on-site,1,5.10b black ricky 1half2
2020-01-06,top rope,5.10a,repeat,1,5.10a purple andrew 10/17
2020-01-06,top rope,5.8,on-site,1,5.8 blue darius 10/17
2020-01-06,top rope,5.9,on-site,1,5.9 green jack 12/4
2020-01-06,top rope,5.10c,on-site,1,5.10c yellow rachel 10/18
2020-01-25,top rope,5.8,on-site,1,5.8 purple brett 11-21
2020-01-25,top rope,5.10c,no,1,5.10c yellow alexandra 1-8
2020-01-25,top rope,5.10a,on-site,1,5.10a blue ricky 1-3
2020-01-25,top rope,5.10a,repeat,1,5.10a blue ricky 1-3
2020-02-01,top rope,5.9,on-site,1,5.9 y alex 12-19
2020-02-01,top rope,5.10a,on-site,1,5.10a purple darius 1-10
2020-02-01,top rope,5.10c,no,1,5.10c yellow alexandra 1-8
2020-02-01,top rope,5.10c,no,,5.10c black andrew
2020-02-01,top rope,5.10a,on-site,1,5.10a red alexandra 1-15
2020-02-01,top rope,5.10d,no,1,5.10d green rachel 12/12
2020-02-04,bouldering,VB,on-site,1,VB yellow dan 12-30
2020-02-04,bouldering,V0,on-site,1,V0 y doug 12-29
2020-02-04,bouldering,V0,on-site,1,V0 y Jeff 1-20
2020-02-04,bouldering,V1,on-site,1,V1 y dan 1-23
2020-02-04,bouldering,V1,on-site,1,V1 y dan 1-23
2020-02-04,bouldering,V3,on-site,1,V3 red Jeff 1-20
2020-02-04,bouldering,V3,on-site,1,V3 orange brett 1-17
2020-02-04,bouldering,V3,on-site,1,V3 orange brett 1-17
2020-02-04,bouldering,V4,no,8,V4 purple dan 1-27
2020-02-04,bouldering,V2,on-site,1,V2 white dan 12-22
2020-02-04,bouldering,V1,on-site,1,V1 y dan 1-23
2020-02-04,bouldering,V0,on-site,1,V0 y Jeff 1-20
2020-02-04,bouldering,V1,on-site,1,V1 y jeff 1-17
2020-02-04,bouldering,V2,on-site,1,V2 white dan 12-22
2020-02-04,bouldering,V1,on-site,1,V1 y dan 1-23
2020-02-04,bouldering,V0,on-site,1,V0 y Jeff 1-20
2020-02-04,bouldering,V1,on-site,1,V1 y jeff 1-17
2020-02-04,bouldering,V2,on-site,1,V2 white dan 12-22
2020-02-04,bouldering,V1,on-site,1,V1 y dan 1-23
2020-02-04,bouldering,V0,on-site,1,V0 y Jeff 1-20
2020-02-04,bouldering,V1,on-site,1,V1 y jeff 1-17
2020-02-04,bouldering,V2,on-site,1,V2 white dan 12-22
2020-02-04,bouldering,V1,on-site,1,V1 y dan 1-23
2020-02-04,bouldering,V0,on-site,1,V0 y Jeff 1-20
2020-02-04,bouldering,V1,on-site,1,V1 y jeff 1-17
2020-02-04,bouldering,V2,on-site,1,V2 white dan 12-22
2020-02-04,bouldering,V4,no,3,V4 pink dan 12-27
2020-02-06,top rope,5.10a,repeat,1,5.10a blue ricky 1-3
2020-02-06,top rope,5.9,on-site,1,5.9 white brett 1-9
2020-02-06,top rope,5.10a,on-site,1,5.10a red alexandra 1-5
2020-02-06,top rope,5.10b,no,,5.10b black brett 12-19
2020-02-06,top rope,5.10a,on-site,1,5.10a white brett 1-30
2020-02-09,bouldering,VB,on-site,1,VB ABP
2020-02-09,bouldering,V1,on-site,1,V1 ABP
2020-02-09,bouldering,V0,on-site,1,V0 ABP
2020-02-09,bouldering,V2,on-site,1,V2 ABP
2020-02-09,bouldering,V4,no,4,V4 ABP
2020-02-09,bouldering,V2,yes,3,V2 ABP dyno
2020-02-09,bouldering,V3,no,3,V3 ABP purple hook start
2020-02-09,bouldering,V2,on-site,1,V2 ABP 2
2020-02-09,bouldering,V4,no,6,V4 ABP orange overhang transition
2020-02-13,bouldering,VB,on-site,1,VB yellow jeff 1-17
2020-02-13,bouldering,V2,on-site,1,V2 purple jeff 1-17
2020-02-13,bouldering,V3,on-site,1,V3 green brett 1-17
2020-02-13,bouldering,V3,on-site,1,V3 green jeff 1-17
2020-02-13,bouldering,V2,on-site,1,V2 blue dan 1-17
2020-02-13,bouldering,V4,no,4,V4 blue rachel 1-24
2020-02-13,bouldering,V3,on-site,1,V3 orange dan 1-27
2020-02-13,bouldering,V4,flash,1,V4 pink jeff 1-27
2020-02-13,bouldering,V4,yes,5,V4 green dan 1-31
2020-02-14,top rope,5.9,repeat,1,5.9 white brett 1-9
2020-02-14,top rope,5.10c,yes,1,5.10c yellow alexandra 1-8
2020-02-14,top rope,5.10c,repeat,1,5.10c yellow alexandra 1-8
2020-02-16,top rope,5.9,on-site,1,5.9 black ricky 2-7
2020-02-16,top rope,5.10c,repeat,1,5.10c yellow alexandra 1-8
2020-02-16,top rope,5.10b,on-site,1,5.10b red logan 2-13
2020-02-16,top rope,5.10b,on-site,1,5.10b white jack 12-27
2020-02-16,top rope,5.10b,no,1,5.10b black cheech 1-8
2020-02-16,bouldering,V3,on-site,1,V3 black brett 1-7
2020-02-16,bouldering,V3,yes,4,V3 white arielle 2-11
2020-02-16,bouldering,V3,yes,4,V3 white arielle 2-11
2020-02-16,bouldering,V4,no,5,V4 green karl 1-7
2020-02-16,bouldering,V4,no,3,V3 blue karl 1-21
2020-02-16,bouldering,V2,on-site,1,V2 purple andrew 1-21
2020-02-18,top rope,5.9,yes,1,5.9 yellow alen 12-19
2020-02-18,top rope,5.10a,no,1,5.10a white brett 1-30
2020-02-18,top rope,5.10a,no,1,5.10a white brett 1-30
2020-02-20,bouldering,VB,on-site,1,VB y doug 1-24
2020-02-20,bouldering,VB,on-site,1,VB y cheech 1-20
2020-02-20,bouldering,V2,on-site,1,V2 black jack 1-20
2020-02-20,bouldering,V0,on-site,1,V0 yellow jeff 1-20
2020-02-20,bouldering,V0,on-site,1,V0 yellow andrew 2-3
2020-02-20,bouldering,V1,on-site,1,V1 yellow jack 2-3
2020-02-20,bouldering,V2,redpoint,3,V2 white rachel 1-31
2020-02-20,bouldering,V3,on-site,1,V3 white jack 2-3
2020-02-20,bouldering,V3,repeat,1,V3 white jack 2-3
2020-02-20,bouldering,V3,repeat,1,V3 white jack 2-3
2020-02-20,bouldering,V3,repeat,1,V3 white jack 2-3
2020-02-20,bouldering,V3,repeat,1,V3 white jack 2-3
2020-02-20,bouldering,V3,no,1,V3 white jack 2-3
2020-02-20,bouldering,V1,repeat,1,V1 yellow jack 2-3
2020-02-20,bouldering,V1,repeat,1,V1 yellow jack 2-3
2020-02-20,bouldering,V1,repeat,1,V1 yellow jack 2-3
2020-02-20,bouldering,V1,no,1,V1 yellow jack 2-3
2020-02-20,bouldering,V0,repeat,1,V0 yellow andrew 2-3
2020-02-20,bouldering,V0,repeat,1,V0 yellow andrew 2-3
2020-02-20,bouldering,V0,repeat,1,V0 yellow jeff 1-20
2020-02-20,bouldering,V0,repeat,1,V0 yellow jeff 1-20
2020-02-20,bouldering,V0,repeat,1,V0 yellow jeff 1-20
2020-02-20,bouldering,V0,repeat,1,V0 yellow jeff 1-20
2020-02-20,bouldering,V4,on-site,1,V4 green jeff 1-20
2020-02-20,bouldering,V4,repeat,1,V4 green jeff 1-20
2020-02-20,bouldering,V3,redpoint,2,V3 orange doug 1-24
2020-02-22,bouldering,VB,on-site,1,VB yellow karl 1-28
2020-02-22,bouldering,VB,repeat,1,VB yellow karl 1-28
2020-02-22,bouldering,VB,repeat,1,VB yellow karl 1-28
2020-02-22,bouldering,VB,repeat,1,VB yellow karl 1-28
2020-02-22,bouldering,V2,on-site,1,V2 red overhang back wall
2020-02-22,bouldering,V2,repeat,1,V2 red overhang back wall
2020-02-22,top rope,5.10a,repeat,1,5.10a red alexandra 1-15
2020-02-22,top rope,5.10c,no,2,5.10c yellow alexandra 1-8
2020-02-22,top rope,5.10c,no,1,5.10c purple darius 1-4
2020-02-25,top rope,5.9,repeat,1,5.9 blue dan 1-8
2020-02-25,top rope,5.9,repeat,1,5.9 blue dan 1-8
2020-02-25,top rope,5.9,repeat,1,5.9 white brett 1-9
2020-02-25,top rope,5.9,repeat,1,5.9 white brett 1-9
2020-02-27,bouldering,VB,repeat,1,VB yellow karl 1-28
2020-02-27,bouldering,V0,on-site,1,V0 yellow andrew 1-28
2020-02-27,bouldering,VB,on-site,1,VB yellow arielle 1-21
2020-02-27,bouldering,V1,on-site,1,V1 yellow andrew 1-25
2020-02-27,bouldering,V1,on-site,1,V1 yellow andrew 2-11
2020-02-27,bouldering,V0,on-site,1,V0 yellow arielle 2-11
2020-02-27,bouldering,V3,redpoint,1,V3 blue andrew 2-11
2020-02-27,bouldering,V3,repeat,1,V3 blue andrew 2-11
2020-02-27,bouldering,VB,repeat,1,VB yellow arielle 1-21
2020-02-27,bouldering,VB,repeat,1,VB yellow karl 1-28
2020-02-27,bouldering,V0,repeat,1,V0 yellow andrew 1-28
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 1-25
2020-02-27,bouldering,V0,repeat,1,V0 yellow arielle 2-11
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 2-11
2020-02-27,bouldering,VB,repeat,1,VB yellow karl 2-25
2020-02-27,bouldering,V3,repeat,1,V3 blue andrew 2-11
2020-02-27,bouldering,VB,repeat,1,VB yellow arielle 1-21
2020-02-27,bouldering,VB,repeat,1,VB yellow karl 1-28
2020-02-27,bouldering,V0,repeat,1,V0 yellow andrew 1-28
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 1-25
2020-02-27,bouldering,V0,repeat,1,V0 yellow arielle 2-11
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 2-11
2020-02-27,bouldering,V2,repeat,1,V2 green jack 1-25
2020-02-27,bouldering,V3,repeat,1,V3 blue andrew 2-11
2020-02-27,bouldering,VB,repeat,1,VB yellow arielle 1-21
2020-02-27,bouldering,VB,repeat,1,VB yellow karl 1-28
2020-02-27,bouldering,V0,repeat,1,V0 yellow andrew 1-28
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 1-25
2020-02-27,bouldering,V0,repeat,1,V0 yellow arielle 2-11
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 2-11
2020-02-27,bouldering,VB,repeat,1,VB yellow karl 2-25
2020-02-27,bouldering,V3,repeat,1,V3 blue andrew 2-11
2020-02-27,bouldering,VB,repeat,1,VB yellow arielle 1-21
2020-02-27,bouldering,VB,repeat,1,VB yellow karl 1-28
2020-02-27,bouldering,V0,repeat,1,V0 yellow andrew 1-28
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 1-25
2020-02-27,bouldering,V0,repeat,1,V0 yellow arielle 2-11
2020-02-27,bouldering,V1,no,1,V1 yellow andrew 2-11
2020-02-27,bouldering,VB,repeat,1,VB yellow karl 2-25
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 2-11
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 2-11
2020-02-27,bouldering,V1,repeat,1,V1 yellow andrew 2-11
2020-02-28,lead,5.8,on-site,1,5.8 purple ricky 2-14
2020-02-28,lead,5.9,repeat,1,5.9 white brett 1-9
2020-02-28,top rope,5.10c,redpoint,1,5.10c yellow alexandra 1-8
2020-02-28,top rope,5.11a,on-site,1,5.11a red darius pizza planet
2020-02-28,top rope,5.11a,no,1,5.11a green alen 1-16
2020-02-28,top rope,5.10d,no,1,5.10d red praise the sun
2020-03-03,top rope,5.10a,repeat,1,5.10a white brett 1-30
2020-03-03,top rope,5.10b,no,,5.10b blue knobby rail
2020-03-03,top rope,5.10b,redpoint,2,5.10b red fin arete
2020-03-05,lead,5.9,redpoint,1,5.9 white brett 1-9
2020-03-05,lead,5.10b,no,1,5.10b black cheech 1-8
2020-03-05,lead,5.10a,on-site,1,5.10a orange overhanging blockfest
2020-03-07,bouldering,V1,on-site,1,V1 slab arete crimp
2020-03-07,bouldering,V1,repeat,1,V1 yellow andrew 2-11
2020-03-07,top rope,5.10b,on-site,1,5.10b  purple slopey dihedral
2020-03-07,top rope,5.10b,redpoint,1,5.10b black cheech 1-8
2020-03-07,top rope,5.10c,on-site,1,5.10c blue brett 2-15
2020-03-07,top rope,5.10d,no,1,5.10d red dan 2-4
2020-03-07,top rope,5.10d,on-site,1,5.10d purple little rascal
2020-03-07,top rope,5.11a,on-site,1,5.11a yellow arielle 1-24
2020-03-10,lead,5.9,repeat,1,5.9 white brett 1-9
2020-03-10,lead,5.10b,no,1,5.10b black cheech 1-8
2020-03-12,top rope,5.9,on-site,1,5.9 white rachel 1-29
2020-03-12,top rope,5.10a,on-site,1,5.10a blue rachel 3-11
2020-03-12,top rope,5.10a,repeat,1,5.10a white brett 1-30
2020-03-12,top rope,5.10a,on-site,1,5.10a blue ricky 2-21 absolute dunker
2020-07-14,top rope,5.10a,on-site,1,5.10a blue on overhang in back-right corner
2020-07-14,top rope,5.10d,on-site,1,5.10d red left of crack in speed canyon
2020-07-14,top rope,5.11a,no,2,5.11a green alen 1-16
2020-07-23,top rope,5.10c,no,1,5.10c blue brett 2-15
2020-07-23,bouldering,V4,on-site,1,V4 black anvil orange overhang
2020-07-23,bouldering,V4,no,3,V4 white overhanging crimpy arete ladder
2020-07-23,bouldering,V4,no,6,V4 purple 7-10 jeff wavy ledge corner
2020-07-23,bouldering,V3,on-site,1,V3 blue cave jug haul
2020-07-23,top rope,5.10c,no,1,5.10c blue brett 2-15
2020-07-25,bouldering,V1,repeat,1,V1 yellow arete jug ladder
2020-07-25,bouldering,V4,no,12,V4 white karl 7-10
2020-07-25,top rope,5.10d,no,1,5.10d red back wall arete
2020-07-25,top rope,5.10d,no,1,5.10d red back wall arete
2020-08-02,bouldering,VB,repeat,1,warm up ladder
2020-08-02,bouldering,VB,repeat,1,warm up ladder
2020-08-02,bouldering,VB,repeat,1,warm up ladder
2020-08-02,bouldering,VB,repeat,1,warm up ladder
2020-08-02,bouldering,V1,repeat,1,warm up ladder
2020-08-02,bouldering,V1,repeat,1,warm up ladder
2020-08-02,bouldering,V2,on-site,1,warm up ladder
2020-08-02,bouldering,V2,on-site,1,warm up ladder
2020-08-02,bouldering,V3,on-site,1,warm up ladder
2020-08-02,bouldering,V3,on-site,1,warm up ladder
2020-08-02,bouldering,V4,yes,3,V4 white andrew 3-3
2020-08-02,top rope,5.10b,repeat,1,5.10b red fin arete
2020-08-02,top rope,5.10d,no,1,5.10d black darius 2-6
2020-08-03,top rope,5.7,on-site,1,5.7 orange short route
2020-08-03,top rope,5.9,on-site,1,5.9 black short route
2020-08-03,top rope,5.10b,on-site,1,5.10b black
2020-08-03,top rope,5.11a,on-site,1,5.11a white
2020-08-03,bouldering,V3,on-site,1,V3 red slopey arete
2020-08-03,bouldering,V3,yes,4,V3 white arete
2020-08-05,bouldering,VB,repeat,1,warm up ladder
2020-08-05,bouldering,VB,repeat,1,warm up ladder
2020-08-05,bouldering,V0,repeat,1,warm up ladder
2020-08-05,bouldering,V0,repeat,1,warm up ladder
2020-08-05,bouldering,V1,repeat,1,warm up ladder
