date,category,grade,send,attempts,name
2021-02-28,bouldering,V3,no,5,Avondale red V3 E overhang / left arete
2021-02-28,bouldering,V3,no,2,Avondale green V3 cave corner
2021-02-28,bouldering,V4,yes,3,Avondale white V4 E beak
2021-03-01,top rope,5.6,yes,1,
2021-03-01,top rope,5.6,yes,1,
2021-03-01,top rope,5.8,yes,1,
2021-03-01,top rope,5.10a,onsight,1,Avondale black 5.10a NW steep wall
2021-03-01,top rope,5.10b,onsight,1,
2021-03-01,top rope,5.10c,no,3,Avondale green 5.10c back wall fat pinch mid to incut jugs at top
2021-03-01,top rope,5.10a,no,1,Avondale black 5.10a NW steep wall
2021-03-03,bouldering,V0,yes,,
2021-03-03,bouldering,V0,yes,,
2021-03-03,bouldering,V0,yes,,
2021-03-03,bouldering,V0,yes,,
2021-03-03,bouldering,V2,yes,,
2021-03-03,bouldering,V2,yes,,
2021-03-03,bouldering,V2,yes,,
2021-03-03,bouldering,V3,onsight,1,Avondale red V3 campus corner
2021-03-03,bouldering,V3,redpoint,1,Avondale red V3 E overhang / left arete
2021-03-03,bouldering,V3,repeat,3,Avondale red V3 SW anvil sloper
2021-03-03,bouldering,V3,repeat,2,Avondale red V3 SW anvil sloper
2021-03-03,bouldering,V2,onsight,1,
2021-03-03,bouldering,V4,no,4,Avondale black V4 cave corner crimps
2021-03-03,bouldering,V3,redpoint,2,Avondale green V3 cave corner
2021-03-03,bouldering,V4,no,3,Avondale white V4 E anvil arete
2021-03-03,bouldering,V4,no,8,Avondale red V4 kid corner
2021-03-05,top rope,5.10a,repeat,1,Avondale red 5.10a autobelay
2021-03-05,top rope,5.10b,repeat,1,
2021-03-05,top rope,5.10a,repeat,1,Avondale black 5.10a NW steep wall
2021-03-05,top rope,5.10d,no,2,Avondale red 5.10d locker corner
2021-03-08,bouldering,V0,yes,,
2021-03-08,bouldering,V0,yes,,
2021-03-08,bouldering,V0,yes,,
2021-03-08,bouldering,V0,yes,,
2021-03-08,bouldering,V2,yes,,
2021-03-08,bouldering,V2,yes,,
2021-03-08,bouldering,V2,yes,,
2021-03-08,bouldering,V4,yes,4,Avondale white V4 NE anvil corner
2021-03-08,bouldering,V4,no,2,Avondale green V4 slopey beak
2021-03-08,bouldering,V5,no,9,Avondale white V5 E overhang
2021-03-08,bouldering,V5,no,4,Avondale black V5 NE anvil arete pinch/sloper
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V0,repeat,1,
2021-03-10,bouldering,V2,repeat,1,
2021-03-10,bouldering,V2,repeat,1,
2021-03-10,bouldering,V2,repeat,1,
2021-03-10,bouldering,V3,repeat,6,Avondale green V3 cave corner
2021-03-10,bouldering,V3,onsight,1,Avondale red V3 NE anvil face
2021-03-10,bouldering,V3,repeat,1,Avondale red V3 NE anvil face
2021-03-10,bouldering,V3,repeat,1,Avondale red V3 NE anvil face
2021-03-10,bouldering,V3,repeat,1,Avondale red V3 NE anvil face
2021-03-12,top rope,5.9,,,
2021-03-12,top rope,5.10a,onsight,1,Avondale blue 5.10a pillar
2021-03-12,top rope,5.10b,onsight,1,Avondale red 5.10b pillar
2021-03-12,top rope,5.10c,yes,2,Avondale blue 5.10c transition corner
2021-03-12,top rope,5.11a,no,1,Avondale purple 5.11a back wall
2021-03-15,bouldering,V1,yes,1,
2021-03-15,bouldering,V0,yes,1,
2021-03-15,bouldering,V2,onsight,1,Avondale black V2 W anvil
2021-03-15,bouldering,V2,onsight,1,Avondale blue V2 W anvil
2021-03-15,bouldering,V3,yes,6,Avondale orange V3 W anvil
2021-03-15,bouldering,V4,no,1,Avondale white V4 N anvil
2021-03-15,bouldering,V4,no,2,Avondale orange V4 S anvil
2021-03-15,bouldering,V4,no,7,Avondale white V4 W anvil mcallister
2021-03-17,top rope,5.6,yes,1,
2021-03-17,top rope,5.6,repeat,1,
2021-03-17,top rope,5.10a,repeat,1,Avondale red 5.10a autobelay
2021-03-17,top rope,5.10a,repeat,1,Avondale red 5.10a autobelay
2021-03-17,top rope,5.10a,onsight,1,Avondale black 5.10a right of crack
2021-03-17,top rope,5.10a,repeat,1,Avondale black 5.10a right of crack
2021-03-17,top rope,5.10c,no,1,Avondale green 5.10c E pillar
2021-03-17,bouldering,V1,repeat,1,
2021-03-17,bouldering,V1,repeat,1,
2021-03-17,bouldering,V1,repeat,1,
2021-03-19,bouldering,V1,repeat,1,
2021-03-19,bouldering,V1,repeat,1,
2021-03-19,bouldering,V1,repeat,1,
2021-03-19,bouldering,V1,repeat,1,
2021-03-19,bouldering,V1,repeat,1,
2021-03-19,bouldering,V3,repeat,1,Avondale blue V3 beak pinch
2021-03-19,bouldering,V3,repeat,1,
2021-03-19,bouldering,V3,repeat,1,Avondale blue V3 beak pinch
2021-03-19,bouldering,V4,redpoint,1,Avondale red V4 kid corner
2021-03-19,bouldering,V4,redpoint,11,Avondale black V4 cave corner crimps
2021-03-24,bouldering,V1,yes,1,
2021-03-24,bouldering,V1,yes,1,
2021-03-24,bouldering,V1,yes,1,
2021-03-24,bouldering,V1,yes,1,
2021-03-24,bouldering,V2,repeat,1,Avondale orange V2 beak
2021-03-24,bouldering,V2,repeat,1,Avondale black V2 anvile
2021-03-24,bouldering,V2,repeat,1,Avondale black V2 E overhang
2021-03-24,bouldering,V2,repeat,1,Avondale black V2 E overhang
2021-03-24,bouldering,V4,onsight,1,Avondale green V4 beak
2021-03-24,bouldering,V4,onsight,1,Avondale purple V4 beak
2021-03-24,bouldering,V4,no,4,Avondale white V4 W anvil mcallister
2021-03-24,bouldering,V4,no,2,Avondale white V4 N anvil
2021-03-24,bouldering,V3,onsight,1,Avondale red V3 beak
2021-03-26,bouldering,V1,,,
2021-03-26,bouldering,V1,,,
2021-03-26,bouldering,V4,no,3,Avondale white V4 W anvil mcallister
2021-03-26,bouldering,V4,redpoint,2,Avondale white V4 N anvil
2021-03-26,bouldering,V4,onsight,1,Avondale orange V4 beak
2021-03-26,bouldering,V4,no,14,Avondale white V4 W anvil mcallister
2021-03-31,top rope,5.10b,onsight,1,Avondale white 5.10b autobelay
2021-03-31,top rope,5.10b,no,2,Avondale white 5.10b autobelay
2021-04-02,bouldering,V1,yes,1,
2021-04-02,bouldering,V1,yes,1,
2021-04-02,bouldering,V1,yes,1,
2021-04-02,bouldering,V1,yes,1,
2021-04-02,bouldering,V2,yes,1,
2021-04-02,bouldering,V2,yes,1,
2021-04-02,bouldering,V3,yes,2,
2021-04-02,bouldering,V3,onsight,1,
2021-04-02,bouldering,V3,repeat,1,
2021-04-02,bouldering,V4,no,1,Avondale white V4 top out boulder dyno
2021-04-02,bouldering,V4,onsight,1,Avondale white V4 logo wall
2021-04-02,bouldering,V4,redpoint,1,Avondale white V4 W anvil mcallister
2021-04-02,bouldering,V4,repeat,3,Avondale white V4 W anvil mcallister
2021-04-02,bouldering,V4,no,7,Avondale white V4 W anvil mcallister
2021-04-02,bouldering,V2,onsight,1,
2021-04-02,top rope,5.10b,redpoint,1,Avondale white 5.10b autobelay
2021-04-02,top rope,5.10c,redpoint,1,Avondale green 5.10c back wall fat pinch mid to incut jugs at top
2021-04-02,top rope,5.10a,no,1,Avondale black 5.10a NW steep wall
2021-04-05,bouldering,V1,yes,1,
2021-04-05,bouldering,V1,yes,1,
2021-04-05,bouldering,V1,yes,1,
2021-04-05,bouldering,V1,yes,1,
2021-04-05,bouldering,V1,yes,1,
2021-04-05,bouldering,V4,repeat,1,Avondale orange V4 beak
2021-04-05,bouldering,V4,repeat,1,Avondale orange V4 beak
2021-04-05,bouldering,V4,repeat,4,Avondale white V4 NE anvil corner
2021-04-05,bouldering,V5,no,7,Avondale black V5 SE anvil arete pinch sloper
2021-04-05,bouldering,V6,no,2,Avondale blue V6 anvil E
2021-04-05,bouldering,V5,no,2,Avondale white V5 beak arete
2021-04-07,bouldering,V1,yes,1,
2021-04-07,bouldering,V1,yes,1,
2021-04-07,bouldering,V1,yes,1,
2021-04-07,bouldering,V1,yes,1,
2021-04-07,bouldering,V1,yes,1,
2021-04-07,bouldering,V1,yes,1,
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 logo wall
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 logo wall
2021-04-07,bouldering,V2,onsight,1,Avondale red V2 cave to top out
2021-04-07,bouldering,V2,onsight,1,Avondale black V2 top out
2021-04-07,bouldering,V2,repeat,1,Avondale black V2 top out
2021-04-07,bouldering,V2,repeat,1,Avondale black V2 top out
2021-04-07,bouldering,V2,repeat,1,Avondale black V2 top out
2021-04-07,bouldering,V2,repeat,1,Avondale black V2 top out
2021-04-07,bouldering,V4,onsight,1,Avondale green V4 logo wall
2021-04-07,bouldering,V4,repeat,3,Avondale green V4 logo wall
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 logo wall
2021-04-07,bouldering,V1,repeat,1,Avondale yellow V1 logo wall
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 cave to top out
2021-04-07,bouldering,V2,no,1,Avondale black V2 top out
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 logo wall
2021-04-07,bouldering,V1,repeat,1,Avondale yellow V1 logo wall
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 cave to top out
2021-04-07,bouldering,V2,repeat,1,Avondale black V2 top out
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 logo wall
2021-04-07,bouldering,V1,repeat,1,Avondale yellow V1 logo wall
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 cave to top out
2021-04-07,bouldering,V2,repeat,1,Avondale black V2 top out
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 logo wall
2021-04-07,bouldering,V1,repeat,1,Avondale yellow V1 logo wall
2021-04-07,bouldering,V2,repeat,1,Avondale red V2 cave to top out
2021-04-07,bouldering,V2,no,1,Avondale black V2 top out
2021-04-08,top rope,5.9,onsight,1,Avondale red 5.9 pillar
2021-04-08,top rope,5.10b,onsight,1,Avondale black 5.10b speed canyon
2021-04-08,top rope,5.10a,repeat,1,Avondale black 5.10a NW steep wall
2021-04-08,top rope,5.10a,repeat,1,Avondale black 5.10a NW steep wall
2021-04-08,top rope,5.11a,onsight,1,Avondale black 5.11a crack corner semi dihedral crimps
2021-04-08,top rope,5.10c,no,1,Avondale green 5.10c E pillar
2021-04-15,bouldering,V1,yes,1,
2021-04-15,bouldering,V1,yes,1,
2021-04-15,bouldering,V1,yes,1,
2021-04-15,bouldering,V1,yes,1,
2021-04-15,bouldering,V2,yes,1,
2021-04-15,bouldering,V2,yes,1,
2021-04-15,bouldering,V2,yes,1,
2021-04-15,bouldering,V2,yes,1,
2021-04-15,bouldering,V3,yes,1,
2021-04-15,bouldering,V4,onsight,1,Avondale blue V4 anvil E arete w/ pinch
2021-04-15,bouldering,V4,repeat,4,Avondale blue V4 anvil E arete w/ pinch
2021-04-15,bouldering,V4,no,7,Avondale black V4 anvil E low rail start
2021-04-15,bouldering,V4,no,7,Avondale blue V4 anvil E double undercling start
2021-04-15,bouldering,V3,onsight,1,
2021-04-15,bouldering,V4,no,5,Avondale blue V4 anvil E double undercling start
2021-04-16,bouldering,V1,yes,1,
2021-04-16,bouldering,V1,yes,1,
2021-04-16,bouldering,V2,yes,1,
2021-04-16,bouldering,V2,yes,1,
2021-04-16,bouldering,V4,repeat,1,Avondale orange V4 beak
2021-04-16,bouldering,V3,onsight,1,Avondale black V3 left cave entrance
2021-04-16,bouldering,V3,repeat,4,Avondale black V3 left cave entrance
2021-04-16,top rope,5.10b,repeat,1,Avondale white 5.10b autobelay
2021-04-16,top rope,5.10b,redpoint,1,Avondale purple 5.10b autobelay slopers
2021-04-16,lead,5.9,onsight,1,Avondale red 5.9 pillar
2021-04-16,lead,5.10a,no,1,Avondale black 5.10a NW steep wall
2021-04-19,bouldering,V1,yes,1,
2020-04-19,bouldering,V1,yes,1,
2020-04-19,bouldering,V1,yes,1,
2020-04-19,bouldering,V1,yes,1,
2020-04-19,bouldering,V1,repeat,1,
2020-04-19,bouldering,V3,repeat,2,orange V3 anvil W
2020-04-19,bouldering,V4,onsight,1,orange V4 left of cave Alex Fox
2020-04-19,bouldering,V4,no,4,Avondale white V4 W anvil mcallister
2020-04-19,bouldering,V4,onsight,1,red V4 campus corner
2021-04-19,bouldering,V4,repeat,1,orange V4 beak
2021-04-21,bouldering,V1,repeat,1,
2021-04-21,bouldering,V1,repeat,1,
2021-04-21,bouldering,V1,repeat,1,
2021-04-21,bouldering,V1,repeat,1,
2021-04-21,bouldering,V1,repeat,1,V1 top out cave right
2021-04-21,bouldering,V3,repeat,1,V3 black top out cave right
2021-04-21,bouldering,V3,repeat,1,V3 black top out cave right
2021-04-21,bouldering,V3,repeat,1,V3 purple top out cave right
2021-04-21,bouldering,V3,repeat,1,
2021-04-21,bouldering,V4,no,8,Avondale black V4 cave top out left
2021-04-21,bouldering,V3,yes,3,V3 white kid corner slopey jugs
2021-04-21,bouldering,V2,repeat,1,
2021-04-21,bouldering,V2,repeat,1,
2021-04-21,bouldering,V2,repeat,1,
2021-04-21,bouldering,V2,repeat,1,
2021-04-21,bouldering,V2,repeat,1,
2021-04-21,bouldering,V2,repeat,1,
2021-04-21,bouldering,V2,repeat,1,
2021-04-21,bouldering,V2,repeat,1,
2021-04-21,bouldering,V2,repeat,1,
2021-04-23,bouldering,V1,yes,1,
2021-04-23,bouldering,V1,yes,1,
2021-04-23,bouldering,V1,yes,1,
2021-04-23,bouldering,V1,yes,1,
2021-04-23,bouldering,V1,yes,1,
2021-04-23,bouldering,V3,repeat,,Avondale purple V3 cave right top out
2021-04-23,bouldering,V3,repeat,,Avondale purple V3 cave right top out
2021-04-23,bouldering,V3,repeat,,Avondale purple V3 cave right top out
2021-04-23,bouldering,V4,redpoint,1,Avondale black V4 cave top out left
2021-04-23,bouldering,V6,redpoint,9,Avondale white V6 beak
2021-04-23,bouldering,V4,redpoint,5,Avondale black V4 anvil E low rail start
2021-04-23,bouldering,V4,no,4,Avondale white V4 dyno top out
2021-04-27,bouldering,V0,yes,3,
2021-04-27,bouldering,V1,yes,1,
2021-04-27,bouldering,V1,yes,1,
2021-04-27,bouldering,V1,yes,1,
2021-04-27,bouldering,V2,yes,1,
2021-04-27,bouldering,V3,yes,1,
2021-04-27,bouldering,V3,yes,1,
2021-04-27,bouldering,V4,yes,5,Humboldt blue V4 with pogo move
2021-04-27,bouldering,V4,yes,2,Humboldt white V4 spine
2021-04-27,bouldering,V4,no,4,Humboldt orange V4 tufa layback
2021-04-27,bouldering,V4,no,3,"Humboldt black V4 crimps, deep pinch"
2021-04-29,bouldering,V1,yes,1,
2021-04-29,bouldering,V2,yes,1,
2021-04-29,bouldering,V3,yes,2,Humboldt black V3 tall overhang
2021-04-29,bouldering,V5,flash,1,Humboldt blue V5 big pinch with mini dyno
2021-04-29,bouldering,V3,repeat,1,Humboldt black V3 tall overhang
2021-04-29,bouldering,V4,yes,3,Humboldt black V4 crimpy side pulls & gastons
2021-04-29,bouldering,V5,no,3,Humboldt pink V5 slopey crimp start A Fox
2021-04-29,bouldering,V4,yes,2,Humboldt purple V4 balancey slopers
2021-04-29,bouldering,V5,no,4,Humboldt purple V5 side pull start
2021-04-29,bouldering,V5,no,4,Humboldt pink V5 slopey crimp start A Fox
2021-05-03,bouldering,V1,,,
2021-05-03,bouldering,V1,,,
2021-05-03,bouldering,V1,,,
2021-05-03,bouldering,V1,,,
2021-05-03,bouldering,V3,repeat,,Humboldt black V3 tall overhang
2021-05-03,bouldering,V3,repeat,,Humboldt black V3 tall overhang
2021-05-03,bouldering,V5,redpoint,2,Humboldt pink V5 slopey crimp start A Fox
2021-05-03,bouldering,V4,yes,3,Humboldt black V4 slopey slab McAllister
2021-05-03,bouldering,V4,repeat,4,Humboldt black V4 crimpy side pulls & gastons
2021-05-03,bouldering,V3,yes,5,Humboldt purple V3 low block start A Fox
2021-05-03,bouldering,V4,repeat,1,Humboldt black V4 crimpy side pulls & gastons
2021-05-03,bouldering,V4,repeat,1,Humboldt black V4 crimpy side pulls & gastons
2021-05-05,bouldering,V1,yes,1,
2021-05-05,bouldering,V1,yes,1,
2021-05-05,bouldering,V1,yes,1,
2021-05-05,bouldering,V2,yes,1,
2021-05-05,bouldering,V2,yes,1,
2021-05-05,bouldering,V3,yes,1,
2021-05-05,bouldering,V3,no,9,Humboldt white V3 undercling to slopey jugs
2021-05-05,bouldering,V3,yes,4,Humboldt black V3 big overhang
2021-05-05,bouldering,V2,yes,1,
2021-05-05,bouldering,V3,yes,1,
2021-05-05,bouldering,V3,yes,1,
2021-05-05,bouldering,V2,yes,1,
2021-05-05,bouldering,V2,yes,1,
2021-05-05,bouldering,V4,no,5,Humboldt black V4 slopers
2021-05-05,bouldering,V3,yes,1,Humboldt blue V3 crimp rail volume
2021-05-05,bouldering,V3,yes,1,Humboldt red V3 overhang jug
2021-05-07,bouldering,V1,repeat,1,
2021-05-07,bouldering,V1,repeat,1,
2021-05-07,bouldering,V2,repeat,1,
2021-05-07,bouldering,V2,repeat,1,
2021-05-07,bouldering,V3,redpoint,4,Humboldt white V3 undercling to slopey jugs
2021-05-07,bouldering,V3,repeat,1,Humboldt white V3 undercling to slopey jugs
2021-05-07,bouldering,V3,repeat,2,Humboldt white V3 undercling to slopey jugs
2021-05-07,bouldering,V5,no,5,Humboldt purple V5 slab mantle
2021-05-07,bouldering,V4,no,1,Humboldt black V4 crimpy side pulls & gastons
2021-05-07,bouldering,V4,flash,1,Humboldt black V4 pocket to mega spine undercling
2021-05-07,bouldering,V4,repeat,3,Humboldt black V4 pocket to mega spine undercling
2021-05-12,bouldering,V1,yes,1,
2021-05-12,bouldering,V1,yes,1,
2021-05-12,bouldering,V1,yes,1,
2021-05-12,bouldering,V1,yes,1,
2021-05-12,bouldering,V2,yes,1,
2021-05-12,bouldering,V2,yes,1,
2021-05-12,bouldering,V3,yes,7,Avondale blue V3 anvil W vertical slot
2021-05-12,bouldering,V2,yes,1,
2021-05-12,bouldering,V3,onsight,1,
2021-05-12,bouldering,V3,repeat,1,Avondale blue V3 anvil W vertical slot
2021-05-12,bouldering,V3,onsight,1,
2021-05-12,bouldering,V3,repeat,1,Avondale blue V3 anvil W vertical slot
2021-05-12,bouldering,V3,onsight,1,Avondale black V3 beak S slopey pinch at top
2021-05-12,bouldering,V4,yes,5,Avondale purple V4 slopey back-flag
2021-05-13,bouldering,V1,,,
2021-05-13,bouldering,V1,,,
2021-05-13,bouldering,V2,,,
2021-05-13,bouldering,V2,,,
2021-05-13,bouldering,V3,repeat,,
2021-05-13,bouldering,V3,no,7,Avondale blue V3 anvil W vertical slot
2021-05-13,bouldering,V4,no,8,Avondale orange V4 anvil N roof
2021-05-13,bouldering,V4,onsight,1,Avondale white V4 anvil E roof arete
2021-05-18,bouldering,V1,,,
2021-05-18,bouldering,V1,,,
2021-05-18,bouldering,V1,,,
2021-05-18,bouldering,V1,,,
2021-05-18,bouldering,V2,,,
2021-05-18,bouldering,V2,,,
2021-05-18,bouldering,V2,,,
2021-05-18,bouldering,V3,repeat,1,Avondale blue V3 anvil W vertical slot
2021-05-18,bouldering,V4,no,7,Avondale green V4 top out
2021-05-18,bouldering,V4,redpoint,3,Avondale orange V4 anvil N roof
2021-05-18,bouldering,V4,no,7,Avondale green V4 top out
2021-05-18,bouldering,V5,yes,4,Avondale blue V5 beak arete pinches
2021-05-20,top rope,5.7,onsight,1,
2021-05-20,top rope,5.9,onsight,1,
2021-05-20,top rope,5.10b,onsight,1,Avondale black 5.10b overhang NW corner
2021-05-20,top rope,5.11a,onsight,1,Avondale blue 5.11a overhang pinches & side pulls
2021-05-20,top rope,5.10d,onsight,1,Avondale purple 5.10d SE pillar
2021-05-20,top rope,5.10d,no,1,Avondale black 5.10d back wall mini transition
2021-05-23,bouldering,V2,no,4,Are We There Yet?
2021-05-23,bouldering,V0,yes,4,Separation Anxiety
